PeriodoId	CodigoEntidad	Entidad	TipoEntidad	C1401	C1403	C1404	C1405	C1406	C1408	C1409	C14090202	C14090302	C14090402	C14090702	C14090902	C14091002	C14091102	C14091202	C14091302	C14090201	C14090301	C14090701	C14090901	C14091001	C14091101	C14091201	C14091301	C290101	C290102	C29010207	C29010702	C29010801	C14090401	Periodo
20190331	01114	SIDER PERU	Cooperativa de Ahorro y Crédito - Nivel 2 A	6260205.6			50083.86		176266.93	-1069413.1	-308.22	-46868.28								-8297.17	-1013939.43													20190331
20190331	01115	SAN PIO X LTDA.	Cooperativa de Ahorro y Crédito - Nivel 2 A	5336215.07		84226.52	1058829.33	1570885.67	53135.08	-2591660.58	-3672.47	-38986.42	-2905.34						-1273.76	-597628.3	-1157889.96						-262869.4	3700.02					-526434.93	20190331
20190331	01116	PACÍFICO	Cooperativa de Ahorro y Crédito - Nivel 3	2196377302.68		12326915.37	73500206.34	8023439.11	52462672.65	-100546199.14	-680868.93	-1630450.82	-200510.9		-48576.02	-46196.32	-494629.57	-19564291.77	-4988725.7	-868943.64	-2880519.32					-63252429.71	-4757120.25						-1132936.19	20190331
20190331	01117	EMPHOST  LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	18297608.19			315918.56		22251.36	-554064.1		-176118.8									-377945.3													20190331
20190331	01118	SN CRISTO DE BAGAZÁN	Cooperativa de Ahorro y Crédito - Nivel 3	262043803.28		13131184.79	23500242.22	10109446.52	5506441.97	-43251183.36	-458673.02	-918874.56	-3253.46					-286903.07	-851418.72	-11059998.33	-7961748.39					-2814562.41	-18895751.4	264986.59						20190331
20190331	01119	TIEMPOS NUEVOS LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	1062555.45		65839.44	23383.79		18292.7	-47526.06	-26046.95	-33427.5								11309.65	638.74													20190331
20190331	01120	STO DOMINGO GUZMAN	Cooperativa de Ahorro y Crédito - Nivel 2 B	195834805.85		3310716.05	5777550.6	23174096.84	2868355.79	-32330302.56	-115310.6	-1488700.36	-32781					-44061.81	-245227.11	-5368960.9	-10436196.57					-86686.95	-9965838.01	361393.3					-4546539.25	20190331
20190331	01121	RESPALDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	13081201.33			330260.28		486123.86	-320928.54		-13040.13							-88310.79	-53957.15	-145639.71						-19980.76							20190331
20190331	01122	SR DE LOS TEMBLORES	Cooperativa de Ahorro y Crédito - Nivel 2 A	30434898.74			1964014.68	3087015.27	2751795.27	-4158146.03	-18773.48	-157474.94							-72828.35	-1115509.74	-1249819.17						-1543740.35							20190331
20190331	01123	TRAB. DE DANPER	Cooperativa de Ahorro y Crédito - Nivel 1	3800																														20190331
20190331	01124	MICROFINANZAS PRISMA	Cooperativa de Ahorro y Crédito - Nivel 2 A	10904303.56			198157.84		267820.97	-244155.09	-105454.67	-746.38								-137730.65	-223.39													20190331
20190331	01125	JUAN XXIII	Cooperativa de Ahorro y Crédito - Nivel 2 A	2736211.62					7872.01	-28126.8		-27170.98									-955.82													20190331
20190331	01126	COOPERA LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	2260095.78			7607.72	61108.05	9354.77	-97338.23		-21927									-75411.23							269.42						20190331
20190331	01127	SAN FRANC. DE MOCUPE	Cooperativa de Ahorro y Crédito - Nivel 2 A	11715967.36		264625.68	1085603.39	513915.07	287771.9	-1800831.97	-37188.65	-46198.24							-21009.07	-1202000.61	-58191.71						-436243.69	18015.44						20190331
20190331	01128	VEND. AMB. DE COMAS	Cooperativa de Ahorro y Crédito - Nivel 2 A	7956402.83			328185.61		108655.46	-297446.51	-75676.57									-221769.94														20190331
20190331	01129	FLEXICASH	Cooperativa de Ahorro y Crédito - Nivel 2 A	4141454.71			42414.61	29668.52	988074.34	-76045.41	-68.92	-2896.21						-30950.96	-6119.75	-2176.91	-1753.08						-32079.58							20190331
20190331	01130	AGROFINANZAS	Cooperativa de Ahorro y Crédito - Nivel 2 A	9243946.93			1112647.61	356414.38	144210.61	-1592478.94	-20084.58	-3014.87							-66134.06	-324097.77	-5916.41						-1173231.25							20190331
20190331	01131	FINANCOOP LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	354647.82						-156145										-156145														20190331
20190331	01132	INTERFINCO	Cooperativa de Ahorro y Crédito - Nivel 2 A	26093123.51			2294826.46		1068759.34	-2307239.63	-2417.21	-241658.12	0						0	-413523.92	-1649640.38						0							20190331
20190331	01133	APROCREDI	Cooperativa de Ahorro y Crédito - Nivel 2 A	3209535.72		37775.49	373399.74		191291.28	-413486.99	-35110.78	-6597.47							-3738.39	-350350.36	-17689.99													20190331
20190331	01134	QORI WASI LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	607961.59	13635.22	22385.11	54372.21		16726.87	-81189.79	-4443.77								-1187.67	-45379.07							-30179.28							20190331
20190331	01136	TU FONDO	Cooperativa de Ahorro y Crédito - Nivel 1	1209044.94						-12090.45		-12090.45																						20190331
20190331	01137	EMPLEADOS DE IBM	Cooperativa de Ahorro y Crédito - Nivel 2 A	18607052.28					54587.93	-150828.59		-68597.39	-82231.2																					20190331
20190331	01138	AELU	Cooperativa de Ahorro y Crédito - Nivel 3	1165251508.61			25039010.43	8209439.63	83250381.53	-46075509.65	-870.36	-894210.18	-274360.47					-9531934.72	-98697.35	-194276.68	-3897731.37					-28666426.54	-1089045.54						-1427956.44	20190331
20190331	01139	CELENDIN LTDA N° 406	Cooperativa de Ahorro y Crédito - Nivel 2 A	18525601.55		112139.57	640329.47	51219.85		-676834.13	-1582.42	-32352.93	-105685.87						-76.67	-41277.39	-39835.11						-2232.52						-453791.22	20190331
20190331	01140	NTRA SRA DEL ROSARIO	Cooperativa de Ahorro y Crédito - Nivel 2 A	97075815		229482	7590445	1257369.97	6297553.62	-5162279.63	-215245.02	-320556.19	-146147						-190008.66	-1817189.12	-813899						-624507.64		25232.48				-1034727	20190331
20190331	01141	STA ISABEL PERUNORTE	Cooperativa de Ahorro y Crédito - Nivel 2 A	12257596.73		398159.78	521561.07		199480.28	-1759582.62	-178519.89	-169321.14								-894484.84	-517256.75							48.68						20190331
20190331	01142	INMAC CONC DE CANTA	Cooperativa de Ahorro y Crédito - Nivel 2 A	18783657.85		29996.59	12734.47		149630.1	-270164.5	-3019.75	-139613.77	-28434.43								-82303.24												-16793.31	20190331
20190331	01144	SAN COSME LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	3473971.87		11939.55	479022.37		44656.49	-458111.55		-29591.31	-2060.24								-388017.22								8876.77				-38442.78	20190331
20190331	01146	ORIENTE LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	10469597.93		0	795921	7741.59	168081.94	-624858.73	-27629.12	-31476.83							-34516.94	-301502.39	-191518.18						-38215.27	28229.78						20190331
20190331	01147	HOSNI LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	4295979.88			12982.69		12492.86	-75061.55		-41871.77									-33189.78													20190331
20190331	01148	INTEGRAPERU	Cooperativa de Ahorro y Crédito - Nivel 1	54842.07			2821.89		716.48	-2789.46	-180.36	-340.44								-1540.44	-728.22													20190331
20190331	01149	SO SFP JOSE HUAMAN	Cooperativa de Ahorro y Crédito - Nivel 2 A	10441695.19			284470.23		21091.75	-484175		-101559.42									-382615.58													20190331
20190331	01150	CUAJONE LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 B	110321620.21			114940.19	2464594.29	1418691.16	-3885344.18	-92.96	-988641.71	-49223.95					-8990.87	-6511.38	-6174	-2361303.09					0	-55294.1		2927.23				-409112.12	20190331
20190331	01151	COOSUNAT	Cooperativa de Ahorro y Crédito - Nivel 2 A	749196.6					3540.55	-7491.96		-7491.96																						20190331
20190331	01152	RIQUEZAS CAJAMARCA	Cooperativa de Ahorro y Crédito - Nivel 1	1436514.37			19078.79	58967.56	1798.29	-182240.27		-11559.04									-170681.23													20190331
20190331	01154	SONDOR PACUCHA	Cooperativa de Ahorro y Crédito - Nivel 2 A	2673271.09		84596.54	227923.28	22673.05	81988.37	-279135.32	-21723.47	-4311.52	-113.42							-218946.65	-34040.26							4277.86						20190331
20190331	01155	AOPCOOP	Cooperativa de Ahorro y Crédito - Nivel 2 A	10402088.61			155557.04	950089.63	696746.73	-469777.37	-1900.45	-37464.57						-7838.08	-55283.61	-95045.25	-130039.79					-17585.41	-124620.21							20190331
20190331	01156	SR DE LOS MILAGROS	Cooperativa de Ahorro y Crédito - Nivel 2 A	66455086.92			9404129.23		1190543.78	-10185802.25	-12066.76	-318234.21	-153852.21							-1204.59	-7770256.23												-1930188.25	20190331
20190331	01157	FINANTEL LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	59227592.43		0	2421151.27	379909.69	6255973.69	-4144124.87	-3555.69	-561440.92								-78023.9	-3501104.36							0					0	20190331
20190331	01159	TRAB. DEL BCR	Cooperativa de Ahorro y Crédito - Nivel 2 A	6170682.31					24157.72	-61706.87		-61706.87									0													20190331
20190331	01160	29 DE AGOSTO PNP	Cooperativa de Ahorro y Crédito - Nivel 2 A	16284046.4		294426.05	435999.96		79956.67	-936979.63		-158889.7									-778089.93							28192.25						20190331
20190331	01161	EL SALVADOR	Cooperativa de Ahorro y Crédito - Nivel 1	1503292.52			55775.72	13789.25	34642.56	-81184.7	-4391.36	-7324.75							-2225.54	-27589.66	-36615.25						-3038.14							20190331
20190331	01163	TRAB. DROKASA LTDA	Cooperativa de Ahorro y Crédito - Nivel 1	1662067.19			0		1558.34	-16620.8		-16620.8									0													20190331
20190331	01164	BIENESTAR PERU LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	699916.36			317120.68		18492.82	-313938.53	-1026.04	-2419.96							-2099.13	-4196.03	-294651.14						-9546.23		-110.4					20190331
20190331	01165	CRNL FRANC BOLOGNESI	Cooperativa de Ahorro y Crédito - Nivel 2 A	43985101.99		41605.39	1635280.05		145265.98	-3519534.03		-398729.04									-3120804.99													20190331
20190331	01166	CECOMSAP LIMITADA	Cooperativa de Ahorro y Crédito - Nivel 2 A	1860343.6					26087.89	-18603.45	-78.69	-16263.6							-2261.16															20190331
20190331	01167	SAYARI	Cooperativa de Ahorro y Crédito - Nivel 2 A	3292132.05		51568.61	282531.54	7809.95	59043.57	-305132.75	-30613.71									-274519.04														20190331
20190331	01168	CONSTRUIR	Cooperativa de Ahorro y Crédito - Nivel 1	295961.87			27584.16		10691.35	-19700.15	-1913.59	-694.2							0	-14952.49	-2139.87							0						20190331
20190331	01170	HUANCAVELICA LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	31979807.1	27063.2	37023.76	571279.45	942081.18	183157.9	-1560092.08	-30995.37	-264750.01	-10528.55					-25	-7456.57	-551186.01	-460853.85						-50219.58	10347.91					-184077.14	20190331
20190331	01171	PONDEROSA LTDA	Cooperativa de Ahorro y Crédito - Nivel 2 A	12107449.2		63302.83	1371886.54	36944.54	319795.64	-784156.1		-51802.99									-732353.11							8955.58						20190331
20190331	01172	SAN MARTÍN DE PORRES	Cooperativa de Ahorro y Crédito - Nivel 3	258995600.27		5718050.75	11771638.51	900267.39	2877116.41	-20056228.47	-1619532.79	-3059891.88	-210470.06					-564529.08	-1306723.38	-1625947.41	-4357019.57					-814367.88	-6325262.51	1325720.52					-172483.91	20190331
20190331	01173	CENTRAL SINDIC LIMA	Cooperativa de Ahorro y Crédito - Nivel 2 A	1344035.07			101337.94	4857.03	10789.56	-114191.04	-4042.52	-9138.08								-80654.08	-20356.36													20190331
